file_path,language,extension,loc,method_count,size_bytes
docs_src\openapi_callbacks\__init__.py,Python,.py,0,0,0
docs_src\openapi_webhooks\tutorial001_py310.py,Python,.py,25,2,575
docs_src\openapi_webhooks\__init__.py,Python,.py,0,0,0
docs_src\path_operation_advanced_configuration\tutorial001_py310.py,Python,.py,8,1,175
docs_src\path_operation_advanced_configuration\tutorial002_py310.py,Python,.py,14,2,307
docs_src\path_operation_advanced_configuration\tutorial003_py310.py,Python,.py,8,1,156
docs_src\path_operation_advanced_configuration\tutorial004_py310.py,Python,.py,28,1,689
docs_src\path_operation_advanced_configuration\tutorial005_py310.py,Python,.py,8,1,188
docs_src\path_operation_advanced_configuration\tutorial006_py310.py,Python,.py,41,2,1084
docs_src\path_operation_advanced_configuration\tutorial007_py310.py,Python,.py,32,1,829
docs_src\path_operation_advanced_configuration\__init__.py,Python,.py,0,0,0
docs_src\path_operation_configuration\tutorial001_py310.py,Python,.py,17,1,367
docs_src\path_operation_configuration\tutorial002b_py310.py,Python,.py,20,2,343
docs_src\path_operation_configuration\tutorial002_py310.py,Python,.py,27,3,551
docs_src\path_operation_configuration\tutorial003_py310.py,Python,.py,21,1,478
docs_src\path_operation_configuration\tutorial004_py310.py,Python,.py,26,1,651
docs_src\path_operation_configuration\tutorial005_py310.py,Python,.py,30,1,711
docs_src\path_operation_configuration\tutorial006_py310.py,Python,.py,18,3,383
docs_src\path_operation_configuration\__init__.py,Python,.py,0,0,0
docs_src\path_params\tutorial001_py310.py,Python,.py,8,1,146
docs_src\path_params\tutorial002_py310.py,Python,.py,8,1,151
docs_src\path_params\tutorial003b_py310.py,Python,.py,13,2,206
docs_src\path_params\tutorial003_py310.py,Python,.py,13,2,249
docs_src\path_params\tutorial004_py310.py,Python,.py,8,1,164
docs_src\path_params\tutorial005_py310.py,Python,.py,23,1,569
docs_src\path_params\__init__.py,Python,.py,0,0,0
docs_src\path_params_numeric_validations\tutorial001_an_py310.py,Python,.py,16,1,391
docs_src\path_params_numeric_validations\tutorial001_py310.py,Python,.py,14,1,346
docs_src\path_params_numeric_validations\tutorial002_an_py310.py,Python,.py,15,1,326
docs_src\path_params_numeric_validations\tutorial002_py310.py,Python,.py,11,1,276
docs_src\path_params_numeric_validations\tutorial003_an_py310.py,Python,.py,15,1,326
docs_src\path_params_numeric_validations\tutorial003_py310.py,Python,.py,11,1,279
docs_src\path_params_numeric_validations\tutorial004_an_py310.py,Python,.py,15,1,332
docs_src\path_params_numeric_validations\tutorial004_py310.py,Python,.py,13,1,293
docs_src\path_params_numeric_validations\tutorial005_an_py310.py,Python,.py,16,1,347
docs_src\path_params_numeric_validations\tutorial005_py310.py,Python,.py,15,1,313
docs_src\path_params_numeric_validations\tutorial006_an_py310.py,Python,.py,20,1,467
docs_src\path_params_numeric_validations\tutorial006_py310.py,Python,.py,18,1,415
docs_src\path_params_numeric_validations\__init__.py,Python,.py,0,0,0
docs_src\pydantic_v1_in_v2\tutorial001_an_py310.py,Python,.py,7,0,131
docs_src\pydantic_v1_in_v2\tutorial002_an_py310.py,Python,.py,16,1,268
docs_src\pydantic_v1_in_v2\tutorial003_an_py310.py,Python,.py,23,1,430
docs_src\pydantic_v1_in_v2\tutorial004_an_py310.py,Python,.py,19,1,379
docs_src\pydantic_v1_in_v2\__init__.py,Python,.py,0,0,0
docs_src\python_types\tutorial001_py310.py,Python,.py,6,1,168
docs_src\python_types\tutorial002_py310.py,Python,.py,6,1,178
docs_src\python_types\tutorial003_py310.py,Python,.py,3,1,122
docs_src\python_types\tutorial004_py310.py,Python,.py,3,1,127
docs_src\python_types\tutorial005_py310.py,Python,.py,2,1,137
docs_src\python_types\tutorial006_py310.py,Python,.py,3,1,83
docs_src\python_types\tutorial007_py310.py,Python,.py,2,1,101
docs_src\python_types\tutorial008b_py310.py,Python,.py,2,1,53
docs_src\python_types\tutorial008_py310.py,Python,.py,4,1,149
docs_src\python_types\tutorial009_py310.py,Python,.py,5,1,136
docs_src\python_types\tutorial010_py310.py,Python,.py,7,2,151
docs_src\python_types\tutorial011_py310.py,Python,.py,22,0,483
docs_src\python_types\tutorial013_py310.py,Python,.py,5,1,132
docs_src\python_types\__init__.py,Python,.py,0,0,0
docs_src\query_params\tutorial001_py310.py,Python,.py,10,1,260
docs_src\query_params\tutorial002_py310.py,Python,.py,10,1,229
docs_src\query_params\tutorial003_py310.py,Python,.py,15,1,389
docs_src\query_params\tutorial004_py310.py,Python,.py,17,1,453
docs_src\query_params\tutorial005_py310.py,Python,.py,9,1,201
docs_src\query_params\tutorial006_py310.py,Python,.py,11,1,280
docs_src\query_params\__init__.py,Python,.py,0,0,0
docs_src\query_params_str_validations\tutorial001_py310.py,Python,.py,11,1,250
docs_src\query_params_str_validations\tutorial002_an_py310.py,Python,.py,13,1,322
docs_src\query_params_str_validations\tutorial002_py310.py,Python,.py,11,1,287
docs_src\query_params_str_validations\tutorial003_an_py310.py,Python,.py,15,1,345
docs_src\query_params_str_validations\tutorial003_py310.py,Python,.py,11,1,301
docs_src\query_params_str_validations\tutorial004_an_py310.py,Python,.py,17,1,385
docs_src\query_params_str_validations\tutorial004_py310.py,Python,.py,15,1,350
docs_src\query_params_str_validations\tutorial005_an_py310.py,Python,.py,13,1,322
docs_src\query_params_str_validations\tutorial005_py310.py,Python,.py,11,1,287
docs_src\query_params_str_validations\tutorial006c_an_py310.py,Python,.py,13,1,314
docs_src\query_params_str_validations\tutorial006c_py310.py,Python,.py,11,1,272
docs_src\query_params_str_validations\tutorial006_an_py310.py,Python,.py,13,1,307
docs_src\query_params_str_validations\tutorial006_py310.py,Python,.py,11,1,265
docs_src\query_params_str_validations\tutorial007_an_py310.py,Python,.py,15,1,352
docs_src\query_params_str_validations\tutorial007_py310.py,Python,.py,13,1,317
docs_src\query_params_str_validations\tutorial008_an_py310.py,Python,.py,22,1,520
docs_src\query_params_str_validations\tutorial008_py310.py,Python,.py,18,1,452
docs_src\query_params_str_validations\tutorial009_an_py310.py,Python,.py,13,1,327
docs_src\query_params_str_validations\tutorial009_py310.py,Python,.py,11,1,292
docs_src\query_params_str_validations\tutorial010_an_py310.py,Python,.py,26,1,648
docs_src\query_params_str_validations\tutorial010_py310.py,Python,.py,22,1,564
docs_src\query_params_str_validations\tutorial011_an_py310.py,Python,.py,11,1,235
docs_src\query_params_str_validations\tutorial011_py310.py,Python,.py,9,1,198
docs_src\query_params_str_validations\tutorial012_an_py310.py,Python,.py,11,1,238
docs_src\query_params_str_validations\tutorial012_py310.py,Python,.py,9,1,201
docs_src\query_params_str_validations\tutorial013_an_py310.py,Python,.py,11,1,221
docs_src\query_params_str_validations\tutorial013_py310.py,Python,.py,9,1,184
docs_src\query_params_str_validations\tutorial014_an_py310.py,Python,.py,15,1,346
docs_src\query_params_str_validations\tutorial014_py310.py,Python,.py,13,1,311
docs_src\query_params_str_validations\tutorial015_an_py310.py,Python,.py,30,2,798
docs_src\query_params_str_validations\__init__.py,Python,.py,0,0,0
docs_src\query_param_models\tutorial001_an_py310.py,Python,.py,18,1,461
docs_src\query_param_models\tutorial001_py310.py,Python,.py,18,1,440
docs_src\query_param_models\tutorial002_an_py310.py,Python,.py,20,1,503
docs_src\query_param_models\tutorial002_py310.py,Python,.py,20,1,482
docs_src\query_param_models\__init__.py,Python,.py,0,0,0
docs_src\request_files\tutorial001_02_an_py310.py,Python,.py,21,2,526
docs_src\request_files\tutorial001_02_py310.py,Python,.py,19,2,489
docs_src\request_files\tutorial001_03_an_py310.py,Python,.py,17,2,438
docs_src\request_files\tutorial001_03_py310.py,Python,.py,15,2,386
docs_src\request_files\tutorial001_an_py310.py,Python,.py,15,2,337
docs_src\request_files\tutorial001_py310.py,Python,.py,13,2,295
docs_src\request_files\tutorial002_an_py310.py,Python,.py,33,3,859
docs_src\request_files\tutorial002_py310.py,Python,.py,31,3,817
docs_src\request_files\tutorial003_an_py310.py,Python,.py,39,3,991
docs_src\request_files\tutorial003_py310.py,Python,.py,35,3,923
docs_src\request_files\__init__.py,Python,.py,0,0,0
docs_src\request_forms\tutorial001_an_py310.py,Python,.py,10,1,233
docs_src\request_forms\tutorial001_py310.py,Python,.py,8,1,181
docs_src\request_forms\__init__.py,Python,.py,0,0,0
docs_src\request_forms_and_files\tutorial001_an_py310.py,Python,.py,18,1,404
docs_src\request_forms_and_files\tutorial001_py310.py,Python,.py,14,1,331
docs_src\request_forms_and_files\__init__.py,Python,.py,0,0,0
docs_src\request_form_models\tutorial001_an_py310.py,Python,.py,16,1,284
docs_src\request_form_models\tutorial001_py310.py,Python,.py,14,1,242
docs_src\request_form_models\tutorial002_an_py310.py,Python,.py,17,1,324
docs_src\request_form_models\tutorial002_py310.py,Python,.py,15,1,282
docs_src\request_form_models\__init__.py,Python,.py,0,0,0
docs_src\response_change_status_code\tutorial001_py310.py,Python,.py,13,1,404
docs_src\response_change_status_code\__init__.py,Python,.py,0,0,0
docs_src\response_cookies\tutorial001_py310.py,Python,.py,12,1,356
docs_src\response_cookies\tutorial002_py310.py,Python,.py,9,1,281
docs_src\response_cookies\__init__.py,Python,.py,0,0,0
docs_src\response_directly\tutorial001_py310.py,Python,.py,21,1,495
docs_src\response_directly\tutorial002_py310.py,Python,.py,18,1,372
docs_src\response_directly\__init__.py,Python,.py,0,0,0
docs_src\response_headers\tutorial001_py310.py,Python,.py,11,1,320
docs_src\response_headers\tutorial002_py310.py,Python,.py,9,1,231
docs_src\response_headers\__init__.py,Python,.py,0,0,0
docs_src\response_model\tutorial001_01_py310.py,Python,.py,25,2,494
docs_src\response_model\tutorial001_py310.py,Python,.py,27,2,564
docs_src\response_model\tutorial002_py310.py,Python,.py,17,1,335
docs_src\response_model\tutorial003_01_py310.py,Python,.py,19,1,336
docs_src\response_model\tutorial003_02_py310.py,Python,.py,11,1,392
docs_src\response_model\tutorial003_03_py310.py,Python,.py,9,1,250
docs_src\response_model\tutorial003_04_py310.py,Python,.py,11,1,363
docs_src\response_model\tutorial003_05_py310.py,Python,.py,11,1,384
docs_src\response_model\tutorial003_py310.py,Python,.py,24,1,455
docs_src\response_model\tutorial004_py310.py,Python,.py,24,1,619
docs_src\response_model\tutorial005_py310.py,Python,.py,37,2,853
docs_src\response_model\tutorial006_py310.py,Python,.py,37,2,853
docs_src\response_model\__init__.py,Python,.py,0,0,0
docs_src\response_status_code\tutorial001_py310.py,Python,.py,8,1,153
docs_src\response_status_code\tutorial002_py310.py,Python,.py,8,1,181
docs_src\response_status_code\__init__.py,Python,.py,0,0,0
docs_src\schema_extra_example\tutorial001_py310.py,Python,.py,30,1,676
docs_src\schema_extra_example\tutorial002_py310.py,Python,.py,17,1,496
docs_src\schema_extra_example\tutorial003_an_py310.py,Python,.py,34,1,707
docs_src\schema_extra_example\tutorial003_py310.py,Python,.py,29,1,603
docs_src\schema_extra_example\tutorial004_an_py310.py,Python,.py,43,1,960
docs_src\schema_extra_example\tutorial004_py310.py,Python,.py,38,1,824
docs_src\schema_extra_example\tutorial005_an_py310.py,Python,.py,54,1,1577
docs_src\schema_extra_example\tutorial005_py310.py,Python,.py,49,1,1397
docs_src\schema_extra_example\__init__.py,Python,.py,0,0,0
docs_src\security\tutorial001_an_py310.py,Python,.py,13,1,322
docs_src\security\tutorial001_py310.py,Python,.py,11,1,280
docs_src\security\tutorial002_an_py310.py,Python,.py,32,3,793
docs_src\security\tutorial002_py310.py,Python,.py,30,3,741
docs_src\security\tutorial003_an_py310.py,Python,.py,94,7,2611
docs_src\security\tutorial003_py310.py,Python,.py,88,7,2521
docs_src\security\tutorial004_an_py310.py,Python,.py,150,10,4450
docs_src\security\tutorial004_py310.py,Python,.py,143,10,4343
docs_src\security\tutorial005_an_py310.py,Python,.py,182,11,5691
docs_src\security\tutorial005_py310.py,Python,.py,179,11,5597
docs_src\security\tutorial006_an_py310.py,Python,.py,13,1,374
docs_src\security\tutorial006_py310.py,Python,.py,11,1,332
docs_src\security\tutorial007_an_py310.py,Python,.py,36,2,1208
docs_src\security\tutorial007_py310.py,Python,.py,33,2,1149
docs_src\security\__init__.py,Python,.py,0,0,0
docs_src\separate_openapi_schemas\tutorial001_py310.py,Python,.py,26,2,477
docs_src\separate_openapi_schemas\tutorial002_py310.py,Python,.py,26,2,512
docs_src\separate_openapi_schemas\__init__.py,Python,.py,0,0,0
docs_src\server_sent_events\tutorial001_py310.py,Python,.py,43,4,1155
docs_src\server_sent_events\tutorial002_py310.py,Python,.py,26,1,712
docs_src\server_sent_events\tutorial003_py310.py,Python,.py,17,1,535
docs_src\server_sent_events\tutorial004_py310.py,Python,.py,31,1,826
docs_src\server_sent_events\tutorial005_py310.py,Python,.py,19,1,547
docs_src\server_sent_events\__init__.py,Python,.py,0,0,0
docs_src\settings\tutorial001_py310.py,Python,.py,21,1,440
docs_src\settings\__init__.py,Python,.py,0,0,0
docs_src\sql_databases\tutorial001_an_py310.py,Python,.py,73,7,1841
docs_src\sql_databases\tutorial001_py310.py,Python,.py,69,7,1829
docs_src\sql_databases\tutorial002_an_py310.py,Python,.py,103,8,2670
docs_src\sql_databases\tutorial002_py310.py,Python,.py,102,8,2688
docs_src\sql_databases\__init__.py,Python,.py,0,0,0
docs_src\static_files\tutorial001_py310.py,Python,.py,6,0,165
docs_src\static_files\__init__.py,Python,.py,0,0,0
docs_src\stream_data\tutorial001_py310.py,Python,.py,65,8,2308
docs_src\stream_data\tutorial002_py310.py,Python,.py,54,6,5771
docs_src\stream_data\__init__.py,Python,.py,0,0,0
docs_src\stream_json_lines\tutorial001_py310.py,Python,.py,42,4,978
docs_src\stream_json_lines\__init__.py,Python,.py,0,0,0
docs_src\strict_content_type\tutorial001_py310.py,Python,.py,14,1,245
docs_src\strict_content_type\__init__.py,Python,.py,0,0,0
docs_src\sub_applications\tutorial001_py310.py,Python,.py,19,2,293
docs_src\sub_applications\__init__.py,Python,.py,0,0,0
docs_src\templates\tutorial001_py310.py,Python,.py,18,1,539
docs_src\templates\__init__.py,Python,.py,0,0,0
docs_src\using_request_directly\tutorial001_py310.py,Python,.py,9,1,239
docs_src\using_request_directly\__init__.py,Python,.py,0,0,0
docs_src\websockets_\tutorial001_py310.py,Python,.py,51,2,1483
docs_src\websockets_\tutorial002_an_py310.py,Python,.py,92,3,2947
docs_src\websockets_\tutorial002_py310.py,Python,.py,89,3,2887
docs_src\websockets_\tutorial003_py310.py,Python,.py,81,7,2630
docs_src\websockets_\__init__.py,Python,.py,0,0,0
docs_src\wsgi\tutorial001_py310.py,Python,.py,23,2,449
docs_src\wsgi\__init__.py,Python,.py,0,0,0
docs_src\app_testing\app_a_py310\main.py,Python,.py,8,1,126
docs_src\app_testing\app_a_py310\test_main.py,Python,.py,11,1,249
docs_src\app_testing\app_a_py310\__init__.py,Python,.py,0,0,0
docs_src\app_testing\app_b_an_py310\main.py,Python,.py,38,2,1201
docs_src\app_testing\app_b_an_py310\test_main.py,Python,.py,65,6,1931
docs_src\app_testing\app_b_an_py310\__init__.py,Python,.py,0,0,0
docs_src\app_testing\app_b_py310\main.py,Python,.py,36,2,1149
docs_src\app_testing\app_b_py310\test_main.py,Python,.py,65,6,1931
docs_src\app_testing\app_b_py310\__init__.py,Python,.py,0,0,0
docs_src\async_tests\app_a_py310\main.py,Python,.py,8,1,120
docs_src\async_tests\app_a_py310\test_main.py,Python,.py,14,1,374
docs_src\async_tests\app_a_py310\__init__.py,Python,.py,0,0,0
docs_src\bigger_applications\app_an_py310\dependencies.py,Python,.py,13,2,422
docs_src\bigger_applications\app_an_py310\main.py,Python,.py,23,1,575
docs_src\bigger_applications\app_an_py310\__init__.py,Python,.py,0,0,0
docs_src\bigger_applications\app_an_py310\internal\admin.py,Python,.py,8,1,155
docs_src\bigger_applications\app_an_py310\internal\__init__.py,Python,.py,0,0,0
docs_src\bigger_applications\app_an_py310\routers\items.py,Python,.py,38,3,1049
docs_src\bigger_applications\app_an_py310\routers\users.py,Python,.py,18,3,425
docs_src\bigger_applications\app_an_py310\routers\__init__.py,Python,.py,0,0,0
docs_src\settings\app01_py310\config.py,Python,.py,10,0,193
docs_src\settings\app01_py310\main.py,Python,.py,14,1,281
docs_src\settings\app01_py310\__init__.py,Python,.py,0,0,0
docs_src\settings\app02_an_py310\config.py,Python,.py,7,0,166
docs_src\settings\app02_an_py310\main.py,Python,.py,22,2,467
docs_src\settings\app02_an_py310\test_main.py,Python,.py,23,2,538
docs_src\settings\app02_an_py310\__init__.py,Python,.py,0,0,0
docs_src\settings\app02_py310\config.py,Python,.py,7,0,166
docs_src\settings\app02_py310\main.py,Python,.py,21,2,427
docs_src\settings\app02_py310\test_main.py,Python,.py,23,2,538
docs_src\settings\app02_py310\__init__.py,Python,.py,0,0,0
docs_src\settings\app03_an_py310\config.py,Python,.py,9,0,244
docs_src\settings\app03_an_py310\main.py,Python,.py,22,2,473
docs_src\settings\app03_an_py310\__init__.py,Python,.py,0,0,0
docs_src\settings\app03_py310\config.py,Python,.py,9,0,244
docs_src\settings\app03_py310\main.py,Python,.py,21,2,433
docs_src\settings\app03_py310\__init__.py,Python,.py,0,0,0
docs_src\templates\static\styles.css,CSS,.css,3,0,28
docs_src\templates\static\__init__.py,Python,.py,0,0,0
docs_src\templates\templates\item.html,HTML,.html,9,0,244
docs_src\templates\templates\__init__.py,Python,.py,0,0,0
fastapi\dependencies\models.py,Python,.py,234,17,8326
fastapi\dependencies\utils.py,Python,.py,1053,26,40233
fastapi\dependencies\__init__.py,Python,.py,0,0,0
fastapi\middleware\asyncexitstack.py,Python,.py,18,2,655
fastapi\middleware\cors.py,Python,.py,1,0,80
fastapi\middleware\gzip.py,Python,.py,1,0,80
fastapi\middleware\httpsredirect.py,Python,.py,3,0,118
fastapi\middleware\trustedhost.py,Python,.py,3,0,112
fastapi\middleware\wsgi.py,Python,.py,3,0,110
fastapi\middleware\__init__.py,Python,.py,1,0,59
fastapi\openapi\constants.py,Python,.py,3,0,156
fastapi\openapi\docs.py,Python,.py,389,4,12814
fastapi\openapi\models.py,Python,.py,435,5,15043
fastapi\openapi\utils.py,Python,.py,679,11,30026
fastapi\openapi\__init__.py,Python,.py,0,0,0
fastapi\security\api_key.py,Python,.py,320,9,10076
fastapi\security\base.py,Python,.py,6,0,147
fastapi\security\http.py,Python,.py,417,11,13827
fastapi\security\oauth2.py,Python,.py,693,10,24871
fastapi\security\open_id_connect_url.py,Python,.py,94,3,3230
fastapi\security\utils.py,Python,.py,7,1,268
fastapi\security\__init__.py,Python,.py,15,0,896
fastapi\_compat\shared.py,Python,.py,222,15,7545
fastapi\_compat\v2.py,Python,.py,493,30,18094
fastapi\_compat\__init__.py,Python,.py,40,0,2135
fastapi\.agents\skills\fastapi\SKILL.md,Markdown,.md,321,0,10432
fastapi\.agents\skills\fastapi\references\dependencies.md,Markdown,.md,142,0,3410
fastapi\.agents\skills\fastapi\references\other-tools.md,Markdown,.md,76,0,1603
fastapi\.agents\skills\fastapi\references\path-operations.md,Markdown,.md,93,0,1676
fastapi\.agents\skills\fastapi\references\pydantic.md,Markdown,.md,93,0,1937
fastapi\.agents\skills\fastapi\references\responses.md,Markdown,.md,79,0,1935
fastapi\.agents\skills\fastapi\references\streaming.md,Markdown,.md,105,0,2686
scripts\playwright\cookie_param_models\image01.py,Python,.py,39,1,1232
scripts\playwright\header_param_models\image01.py,Python,.py,38,1,1213
scripts\playwright\json_base64_bytes\image01.py,Python,.py,37,1,1154
scripts\playwright\query_param_models\image01.py,Python,.py,41,1,1363
scripts\playwright\request_form_models\image01.py,Python,.py,38,1,1209
scripts\playwright\separate_openapi_schemas\image01.py,Python,.py,32,1,1006
scripts\playwright\separate_openapi_schemas\image02.py,Python,.py,33,1,1061
scripts\playwright\separate_openapi_schemas\image03.py,Python,.py,33,1,1080
scripts\playwright\separate_openapi_schemas\image04.py,Python,.py,32,1,1068
scripts\playwright\separate_openapi_schemas\image05.py,Python,.py,32,1,1016
scripts\playwright\sql_databases\image01.py,Python,.py,37,1,1120
scripts\playwright\sql_databases\image02.py,Python,.py,37,1,1120
scripts\tests\test_translation_fixer\conftest.py,Python,.py,62,5,1699
scripts\tests\test_translation_fixer\test_code_blocks\test_code_blocks_lines_number_mismatch.py,Python,.py,58,2,1974
scripts\tests\test_translation_fixer\test_code_blocks\test_code_blocks_mermaid.py,Python,.py,59,2,1866
scripts\tests\test_translation_fixer\test_code_blocks\test_code_blocks_number_mismatch.py,Python,.py,60,2,1962
scripts\tests\test_translation_fixer\test_code_blocks\test_code_blocks_wrong_lang_code.py,Python,.py,58,2,2008
scripts\tests\test_translation_fixer\test_code_includes\test_number_mismatch.py,Python,.py,60,2,1994
scripts\tests\test_translation_fixer\test_complex_doc\test_compex_doc.py,Python,.py,30,1,932
scripts\tests\test_translation_fixer\test_header_permalinks\test_header_level_mismatch.py,Python,.py,60,2,2059
scripts\tests\test_translation_fixer\test_header_permalinks\test_header_number_mismatch.py,Python,.py,60,2,1960
scripts\tests\test_translation_fixer\test_html_links\test_html_links_number_mismatch.py,Python,.py,58,2,1951
scripts\tests\test_translation_fixer\test_markdown_links\test_mkd_links_number_mismatch.py,Python,.py,60,2,1971
scripts\tests\test_translation_fixer\test_code_blocks\data\en_doc.md,Markdown,.md,44,0,918
scripts\tests\test_translation_fixer\test_code_blocks\data\translated_doc_lines_number_gt.md,Markdown,.md,45,0,941
scripts\tests\test_translation_fixer\test_code_blocks\data\translated_doc_lines_number_lt.md,Markdown,.md,45,0,937
scripts\tests\test_translation_fixer\test_code_blocks\data\translated_doc_mermaid_not_translated.md,Markdown,.md,44,0,927
scripts\tests\test_translation_fixer\test_code_blocks\data\translated_doc_mermaid_translated.md,Markdown,.md,44,0,933
scripts\tests\test_translation_fixer\test_code_blocks\data\translated_doc_number_gt.md,Markdown,.md,50,0,976
scripts\tests\test_translation_fixer\test_code_blocks\data\translated_doc_number_lt.md,Markdown,.md,41,0,851
scripts\tests\test_translation_fixer\test_code_blocks\data\translated_doc_wrong_lang_code.md,Markdown,.md,46,0,992
scripts\tests\test_translation_fixer\test_code_blocks\data\translated_doc_wrong_lang_code_2.md,Markdown,.md,46,0,988
scripts\tests\test_translation_fixer\test_code_includes\data\en_doc.md,Markdown,.md,13,0,327
scripts\tests\test_translation_fixer\test_code_includes\data\translated_doc_number_gt.md,Markdown,.md,15,0,385
scripts\tests\test_translation_fixer\test_code_includes\data\translated_doc_number_lt.md,Markdown,.md,13,0,253
scripts\tests\test_translation_fixer\test_complex_doc\data\en_doc.md,Markdown,.md,244,0,8068
scripts\tests\test_translation_fixer\test_complex_doc\data\translated_doc.md,Markdown,.md,240,0,11749
scripts\tests\test_translation_fixer\test_complex_doc\data\translated_doc_expected.md,Markdown,.md,240,0,11357
scripts\tests\test_translation_fixer\test_header_permalinks\data\en_doc.md,Markdown,.md,19,0,223
scripts\tests\test_translation_fixer\test_header_permalinks\data\translated_doc_level_mismatch_1.md,Markdown,.md,19,0,222
scripts\tests\test_translation_fixer\test_header_permalinks\data\translated_doc_level_mismatch_2.md,Markdown,.md,19,0,224
scripts\tests\test_translation_fixer\test_header_permalinks\data\translated_doc_number_gt.md,Markdown,.md,19,0,224
scripts\tests\test_translation_fixer\test_header_permalinks\data\translated_doc_number_lt.md,Markdown,.md,19,0,218
scripts\tests\test_translation_fixer\test_html_links\data\en_doc.md,Markdown,.md,19,0,663
scripts\tests\test_translation_fixer\test_html_links\data\translated_doc_number_gt.md,Markdown,.md,21,0,935
scripts\tests\test_translation_fixer\test_html_links\data\translated_doc_number_lt.md,Markdown,.md,19,0,839
scripts\tests\test_translation_fixer\test_markdown_links\data\en_doc.md,Markdown,.md,19,0,575
scripts\tests\test_translation_fixer\test_markdown_links\data\translated_doc.md,Markdown,.md,19,0,765
scripts\tests\test_translation_fixer\test_markdown_links\data\translated_doc_number_gt.md,Markdown,.md,21,0,836
scripts\tests\test_translation_fixer\test_markdown_links\data\translated_doc_number_lt.md,Markdown,.md,19,0,762
tests\benchmarks\test_general_performance.py,Python,.py,399,48,11792
tests\benchmarks\test_openapi.py,Python,.py,33,1,886
tests\benchmarks\utils.py,Python,.py,51,6,1498
tests\benchmarks\__init__.py,Python,.py,0,0,0
tests\memory_benchmarks\test_dependency_graph.py,Python,.py,86,7,2475
tests\memory_benchmarks\test_openapi.py,Python,.py,33,1,886
tests\memory_benchmarks\test_route_dependency_graph.py,Python,.py,64,6,1802
tests\memory_benchmarks\__init__.py,Python,.py,0,0,0
tests\test_modules_same_name_body\test_main.py,Python,.py,156,3,6522
tests\test_modules_same_name_body\__init__.py,Python,.py,0,0,0
tests\test_request_params\__init__.py,Python,.py,0,0,0
tests\test_tutorial\__init__.py,Python,.py,0,0,0
tests\test_validate_response_recursive\app.py,Python,.py,47,2,1198
tests\test_validate_response_recursive\test_validate_response_recursive.py,Python,.py,30,1,866
tests\test_validate_response_recursive\__init__.py,Python,.py,0,0,0
tests\test_modules_same_name_body\app\a.py,Python,.py,8,1,168
tests\test_modules_same_name_body\app\b.py,Python,.py,8,1,169
tests\test_modules_same_name_body\app\main.py,Python,.py,8,0,158
tests\test_modules_same_name_body\app\__init__.py,Python,.py,0,0,0
tests\test_request_params\test_body\test_list.py,Python,.py,433,24,12591
tests\test_request_params\test_body\test_optional_list.py,Python,.py,454,32,13387
tests\test_request_params\test_body\test_optional_str.py,Python,.py,429,32,12215
tests\test_request_params\test_body\test_required_str.py,Python,.py,419,24,11623
tests\test_request_params\test_body\utils.py,Python,.py,7,1,275
tests\test_request_params\test_body\__init__.py,Python,.py,0,0,0
tests\test_request_params\test_cookie\test_list.py,Python,.py,3,0,237
tests\test_request_params\test_cookie\test_optional_list.py,Python,.py,3,0,237
tests\test_request_params\test_cookie\test_optional_str.py,Python,.py,336,24,9146
tests\test_request_params\test_cookie\test_required_str.py,Python,.py,422,24,11064
tests\test_request_params\test_cookie\__init__.py,Python,.py,0,0,0
tests\test_request_params\test_file\test_list.py,Python,.py,453,24,12285
tests\test_request_params\test_file\test_optional.py,Python,.py,363,24,10380
tests\test_request_params\test_file\test_optional_list.py,Python,.py,383,24,11451
tests\test_request_params\test_file\test_required.py,Python,.py,437,24,11784
tests\test_request_params\test_file\utils.py,Python,.py,7,1,278
tests\test_request_params\test_file\__init__.py,Python,.py,0,0,0
tests\test_request_params\test_form\test_list.py,Python,.py,436,24,12409
tests\test_request_params\test_form\test_optional_list.py,Python,.py,358,24,10461
tests\test_request_params\test_form\test_optional_str.py,Python,.py,337,24,9424
tests\test_request_params\test_form\test_required_str.py,Python,.py,415,24,11319
tests\test_request_params\test_form\utils.py,Python,.py,7,1,292
tests\test_request_params\test_form\__init__.py,Python,.py,0,0,0
tests\test_request_params\test_header\test_list.py,Python,.py,427,24,12041
tests\test_request_params\test_header\test_optional_list.py,Python,.py,352,24,10194
tests\test_request_params\test_header\test_optional_str.py,Python,.py,328,24,9034
tests\test_request_params\test_header\test_required_str.py,Python,.py,411,24,10939
tests\test_request_params\test_header\__init__.py,Python,.py,0,0,0
tests\test_request_params\test_path\test_list.py,Python,.py,1,0,64
tests\test_request_params\test_path\test_optional_list.py,Python,.py,1,0,46
tests\test_request_params\test_path\test_optional_str.py,Python,.py,1,0,46
tests\test_request_params\test_path\test_required_str.py,Python,.py,88,6,2580
tests\test_request_params\test_path\__init__.py,Python,.py,0,0,0
tests\test_request_params\test_query\test_list.py,Python,.py,428,24,11897
tests\test_request_params\test_query\test_optional_list.py,Python,.py,348,24,9973
tests\test_request_params\test_query\test_optional_str.py,Python,.py,328,24,8905
tests\test_request_params\test_query\test_required_str.py,Python,.py,414,24,10815
tests\test_request_params\test_query\__init__.py,Python,.py,0,0,0
tests\test_tutorial\test_additional_responses\test_tutorial001.py,Python,.py,127,3,5340
