token_a,token_b,similarity_before,similarity_after,change
#,):,0.15973818397532236,0.3184187474945021,0.15868056351917975
#,',-0.030785812785750658,0.10947973573473128,0.14026554852048195
#,s,-0.060095238137911705,0.09850640033122099,0.1586016384691327
#,np,0.1357053730461003,0.2633350249158557,0.1276296518697554
#,if,0.00697974699335308,0.16137486513073374,0.15439511813738066
#,@,-0.11699094631139263,0.03881320558787795,0.15580415189927058
#,assert,-0.21324139858174535,-0.021637952353877745,0.1916034462278676
#,import,0.21185705761746362,0.3496092255952957,0.1377521679778321
#,*,-0.01688538527554136,0.06424913682850501,0.08113452210404637
#,{,0.12426878962543937,0.24738551686956514,0.12311672724412577
